state,county,value
Illinois,Peoria,0.088
Illinois,Perry,0.147
Illinois,Piatt,0.094
Illinois,Pike,0.159
Illinois,Pope,0.372
Illinois,Pulaski,0.257
Illinois,Putnam,0.216
Illinois,Randolph,0.123
Illinois,Richland,0.125
Illinois,Rock Island,0.083
Illinois,Saline,0.135
Illinois,Sangamon,0.08
Illinois,Schuyler,0.116
Illinois,Scott,0.153
Illinois,Shelby,0.145
Illinois,St. Clair,0.128
Illinois,Stark,0.099
Illinois,Stephenson,0.122
Illinois,Tazewell,0.059
Illinois,Union,0.139
Illinois,Vermilion,0.126
Illinois,Wabash,0.134
Illinois,Warren,0.113
Illinois,Washington,0.118
Illinois,Wayne,0.112
Illinois,White,0.118
Illinois,Whiteside,0.094
Illinois,Will,0.063
Illinois,Williamson,0.126
Illinois,Winnebago,0.097
Illinois,Woodford,0.058
Indiana,Adams,0.07
Indiana,Allen,0.091
Indiana,Bartholomew,0.083
Indiana,Benton,0.118
Indiana,Blackford,0.13
Indiana,Boone,0.073
Indiana,Brown,0.297
Indiana,Carroll,0.172
Indiana,Cass,0.1
Indiana,Clark,0.115
Indiana,Clay,0.126
Indiana,Clinton,0.109
Indiana,Crawford,0.24
Indiana,Daviess,0.082
Indiana,Dearborn,0.077
Indiana,Decatur,0.126
Indiana,DeKalb,0.076
Indiana,Delaware,0.117
Indiana,Dubois,0.089
Indiana,Elkhart,0.095
Indiana,Fayette,0.139
Indiana,Floyd,0.097
Indiana,Fountain,0.118
Indiana,Franklin,0.087
Indiana,Fulton,0.154
Indiana,Gibson,0.116
Indiana,Grant,0.116
Indiana,Greene,0.149
Indiana,Hamilton,0.051
Indiana,Hancock,0.082
Indiana,Harrison,0.115
Indiana,Hendricks,0.051
Indiana,Henry,0.142
Indiana,Howard,0.11
Indiana,Huntington,0.09
Indiana,Jackson,0.092
Indiana,Jasper,0.096
Indiana,Jay,0.108
Indiana,Jefferson,0.11
Indiana,Jennings,0.122
Indiana,Johnson,0.084
Indiana,Knox,0.134
Indiana,Kosciusko,0.211
Indiana,LaGrange,0.175
Indiana,Lake,0.127
Indiana,LaPorte,0.121
Indiana,Lawrence,0.116
Indiana,Madison,0.13
Indiana,Marion,0.136
Indiana,Marshall,0.123
Indiana,Martin,0.119
Indiana,Miami,0.139
Indiana,Monroe,0.096
Indiana,Montgomery,0.118
Indiana,Morgan,0.086
Indiana,Newton,0.118
Indiana,Noble,0.121
