year,county,state,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,apc_percent_diff
2013,Sumter,FLORIDA,15,4,7,48493.0,0.10492108,0.120409332,,0.131599888,140.0,0.004,0.191,0.08,1.0,7.4,2.37,0.34,1.81,-0.066619419
2014,Pulaski,ILLINOIS,14,3,10,33946.0,,0.185160086,,0.131006166,110.0,0.373,0.242,0.04,2.0,10.1,2.23,0.26,1.59,0.169478528
2014,Jasper,INDIANA,13,4,8,56214.0,,0.083389848,,0.072004467,126.0,0.782,0.102,0.22,1.0,11.4,1.63,0.39,1.11,-0.002820874
2014,Custer,OKLAHOMA,13,5,8,45056.0,,0.166246668,,0.041858841,74.0,0.38,0.023,0.53,2.0,8.0,2.26,0.22,1.69,-0.066926576
2012,Lackawanna,PENNSYLVANIA,13,5,9,45483.0,0.146966591,0.13696292,0.099850006,0.076036416,161.0,0.086,0.612,0.12,1.0,8.8,1.5,0.7,1.14,-0.09135201
2013,Beaufort,SOUTH CAROLINA,7,2,4,57316.0,0.143033937,0.125190869,0.046396747,0.079882652,130.0,0.023,0.261,0.09,1.0,8.8,2.23,0.33,1.62,0.121414276
2012,Cottle,TEXAS,9,3,11,34770.0,,0.153261557,,0.018181818,74.0,0.121,0.021,0.0,2.0,6.8,2.56,0.13,1.89,0.076379691
2012,Franklin,KENTUCKY,17,5,13,47086.0,,0.149249345,,0.089982681,140.0,0.016,0.44,0.15,2.0,10.2,2.15,0.65,1.53,-0.087270341
2014,Dillingham Census,ALASKA,10,5,10,54846.0,,0.180820808,,0.164396435,,,,,,,,,,0.17133758
2012,Perry,OHIO,15,4,12,42222.0,,0.182347506,,0.115149394,140.0,0.154,0.578,0.15,1.0,11.1,1.83,0.55,1.33,-0.238171186
2013,Sarpy,NEBRASKA,10,4,6,69965.0,0.060485292,0.066357188,0.048187546,0.053235319,79.0,0.539,0.048,0.36,1.0,10.7,1.74,0.61,1.32,-0.0125
2012,Richmond,GEORGIA,9,4,7,38952.0,0.26376161,0.243974954,0.092840217,0.113620974,127.0,0.044,0.321,0.23,1.0,11.2,3.38,0.59,2.55,-0.175797712
2013,Hamilton,NEBRASKA,9,3,6,56065.0,,0.101087078,,0.030112924,71.0,0.839,0.01,0.33,1.0,8.8,1.44,0.29,1.0,0.088785047
2014,Gibson,TENNESSEE,14,4,10,37460.0,,0.193299443,,0.112376615,129.0,0.607,0.15,0.16,2.0,9.9,2.57,0.28,1.86,0.008005337
2013,Jefferson,FLORIDA,10,5,9,44170.0,,0.171950728,,0.148602262,140.0,0.045,0.438,0.08,1.0,8.6,3.09,0.36,2.45,0.193769799
2012,Hampton,SOUTH CAROLINA,10,3,6,35713.0,,0.246995032,,0.156398103,146.0,0.114,0.353,0.0,2.0,9.2,2.89,0.29,2.06,0.545878694
2012,Lancaster,SOUTH CAROLINA,14,4,11,42107.0,0.222459525,0.207863063,0.145018801,0.138303012,152.0,0.006,0.657,0.0,1.0,10.3,2.95,0.43,2.15,0.143296433
2012,Danville,VIRGINIA,13,5,10,30505.0,,0.261096865,,0.154794872,135.0,0.003,0.334,0.18,2.0,9.1,2.59,0.71,2.1,0.043041607
2012,Lake,FLORIDA,13,4,5,45663.0,0.159169361,0.130274221,0.126338184,0.11282032,151.0,0.066,0.145,0.08,1.0,7.4,2.28,0.41,1.69,-0.013513514
2014,Nicholas,KENTUCKY,16,6,14,41996.0,,0.161159426,,0.062670298,132.0,0.023,0.452,0.01,2.0,9.7,1.97,0.37,1.35,-0.10565635
2013,Centre,PENNSYLVANIA,12,8,8,50336.0,0.19770436,0.204939038,0.052566141,0.05762922,157.0,0.089,0.756,0.38,1.0,9.9,1.55,0.85,1.16,0.01826087
2012,Ouachita,ARKANSAS,12,3,9,32032.0,,0.203017831,,0.12670061,101.0,0.002,0.579,0.23,2.0,10.2,3.61,0.4,2.75,-0.003444317
2014,Lafayette,WISCONSIN,8,3,5,50154.0,,0.111731172,,0.042520378,100.0,0.555,0.091,0.07,2.0,10.0,1.46,0.33,1.04,0.430015552
2014,Raleigh,WEST VIRGINIA,19,6,13,41152.0,0.157515749,0.171084017,,0.064880878,164.0,0.001,0.749,0.04,1.0,8.8,1.83,0.4,1.26,0.136556404
2012,Mohave,ARIZONA,15,4,11,39383.0,0.216861904,0.185998783,0.153579503,0.141797289,52.0,0.001,0.091,0.12,1.0,5.9,2.32,0.25,1.81,0.137829912
2012,Cascade,MONTANA,13,6,8,43817.0,0.199331343,0.148910418,0.060526773,0.056932814,95.0,0.211,0.178,0.72,1.0,6.6,1.14,0.43,0.81,-0.036484245
2014,Saluda,SOUTH CAROLINA,10,5,7,38216.0,,0.225458413,,0.102791011,131.0,0.012,0.549,0.0,1.0,9.9,3.04,0.3,2.15,-0.004060325
2012,Benton,MISSOURI,18,3,11,33349.0,,0.185710475,,0.076530613,98.0,0.079,0.495,0.05,2.0,9.2,2.3,0.28,1.83,-0.063086104
2013,Henry,MISSOURI,15,3,11,39839.0,,0.181247965,,0.084635295,91.0,0.241,0.163,0.07,2.0,9.3,2.31,0.44,1.78,-0.102337334
2014,Hardy,WEST VIRGINIA,14,4,11,36465.0,,0.150425866,,0.090855546,156.0,0.007,0.822,0.01,2.0,8.6,1.55,0.21,1.04,-0.160210112
2012,Door,WISCONSIN,8,4,4,48707.0,,0.114126854,,0.068985544,129.0,0.131,0.163,0.2,2.0,8.4,1.05,0.37,0.72,0.004774898
2013,Pierce,NEBRASKA,11,4,4,51924.0,,0.055784244,,0.04822335,69.0,0.691,0.019,0.34,2.0,8.6,1.23,0.21,0.84,0.009100101
2012,McCurtain,OKLAHOMA,20,6,10,32134.0,,0.270502657,,0.10626857,98.0,0.017,0.642,0.05,2.0,9.8,3.2,0.3,2.5,-0.141752577
2013,Eastland,TEXAS,15,3,9,34914.0,,0.18967697,,0.04060249,77.0,0.071,0.183,0.17,2.0,7.6,2.38,0.18,1.86,0.062867012
2012,Ponce,PUERTO RICO,5,6,1,17459.0,0.514691651,0.496637464,0.208757743,0.22281003,,,,,,,,,,0.185520362
2013,Atchison,MISSOURI,10,2,7,44426.0,,0.115533441,,0.057865556,80.0,0.728,0.047,0.53,2.0,9.4,1.72,0.23,1.18,0.17039801
2013,Little River,ARKANSAS,16,7,11,39673.0,,0.14008148,,0.065147132,103.0,0.043,0.518,0.02,1.0,10.1,3.28,0.29,2.66,0.096812989
2013,Polk,TENNESSEE,16,7,13,39074.0,,0.172501817,,0.125989631,135.0,0.016,0.792,0.02,1.0,9.4,2.63,0.25,1.91,-0.02260274
2014,San Francisco,CALIFORNIA,7,5,5,78378.0,0.120351993,0.132808611,0.061898034,0.075828731,68.0,0.0,0.029,0.97,1.0,8.2,1.4,1.51,1.69,0.018230925
2012,Milam,TEXAS,11,5,8,39170.0,,0.190529183,,0.091363512,83.0,0.157,0.229,0.03,2.0,8.9,2.16,0.34,1.85,-0.059582543
2012,Giles,TENNESSEE,15,4,12,38014.0,,0.186192036,,0.12508224,136.0,0.043,0.481,0.06,2.0,10.3,2.64,0.32,1.91,-0.078155029
2014,Jerome,IDAHO,11,5,9,40718.0,,0.174584806,,0.08367347,85.0,0.334,0.0,0.46,2.0,7.6,1.21,0.35,0.95,0.002162162
2013,Toombs,GEORGIA,13,5,8,31189.0,,0.269256502,,0.096604168,133.0,0.16,0.392,0.0,2.0,9.5,3.17,0.33,2.33,0.084670725
2014,Walworth,WISCONSIN,10,5,7,53998.0,0.146745831,0.135790974,0.055685099,0.079748333,126.0,0.531,0.159,0.33,2.0,10.9,1.42,0.52,1.02,0.227697536
2012,Cabo Rojo,PUERTO RICO,4,5,0,16003.0,,0.492530257,,0.107309595,,,,,,,,,,0.628113879
2012,Tipton,INDIANA,12,4,6,53368.0,,0.071892485,,0.084225103,133.0,0.897,0.015,0.09,2.0,11.3,1.69,0.41,1.11,0.029869322
2014,York,MAINE,12,5,10,56701.0,0.115151241,0.105704047,0.052625783,0.067188814,143.0,0.015,0.636,0.12,1.0,8.6,1.21,0.59,0.96,0.025710419
2012,Lincoln,MONTANA,11,3,9,33234.0,,0.204719514,,0.125462532,250.0,0.001,0.808,0.07,2.0,5.4,1.1,0.36,0.82,-0.284654877
2012,Campbell,WYOMING,15,3,8,77090.0,,0.066853911,,0.038166504,109.0,0.006,0.021,0.14,2.0,7.9,1.14,0.33,0.76,-0.071333036
2013,Tyrrell,NORTH CAROLINA,8,4,10,34216.0,,0.207510963,,0.182122901,156.0,0.212,0.109,0.0,2.0,7.4,1.76,0.21,1.31,-0.588622473
2012,LaPorte,INDIANA,16,4,9,47754.0,0.179698437,0.154673651,0.106382564,0.109116696,141.0,0.573,0.203,0.3,1.0,11.1,1.56,0.62,1.12,-0.019485581
2014,Nye,NEVADA,13,4,10,41757.0,,0.186020747,,0.153332114,50.0,0.001,0.144,0.02,2.0,5.8,1.58,0.12,1.21,0.146778043
2013,Metcalfe,KENTUCKY,17,5,12,31750.0,,0.200020209,,0.090867996,140.0,0.035,0.551,0.07,2.0,9.7,2.23,0.29,1.54,-0.209224599
2014,Morovis,PUERTO RICO,7,6,2,16086.0,,0.553425312,,0.233571082,,,,,,,,,,0.078268877
2014,Washington,NEW YORK,12,6,11,51494.0,,0.130413592,,0.098121218,152.0,0.079,0.484,0.14,1.0,8.3,1.37,0.48,1.05,0.063812601
