year,county,state,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,apc_percent_diff
2013,Wood,TEXAS,14,4,8,43649.0,,0.146178827,,0.090813339,94.0,0.025,0.319,0.09,2.0,9.7,2.78,0.32,2.35,0.066709429
2013,Taylor,IOWA,11,3,5,43804.0,,0.144586191,,0.046273291,92.0,0.458,0.102,0.41,2.0,9.1,1.6,0.22,1.07,0.066132265
2013,Wright,IOWA,15,5,6,45205.0,,0.110204399,,0.06658686,95.0,0.868,0.004,0.43,2.0,9.7,1.33,0.33,0.87,-0.020082693
2013,Clark,WISCONSIN,10,4,10,43276.0,,0.148731664,,0.061394628,114.0,0.456,0.405,0.22,2.0,8.8,1.2,0.28,0.87,0.064770932
2014,Putnam,WEST VIRGINIA,14,5,10,55939.0,,0.10147056,,0.043452021,163.0,0.022,0.773,0.0,1.0,10.6,2.17,0.55,1.76,0.130376344
2013,Litchfield,CONNECTICUT,12,6,6,71338.0,0.066867687,0.06436418,0.073102705,0.082901701,151.0,0.013,0.701,0.17,2.0,7.3,1.34,0.58,1.02,0.140749149
2013,Catawba,NORTH CAROLINA,12,4,10,44332.0,0.164456487,0.15231505,0.104040869,0.104595698,138.0,0.004,0.386,0.15,1.0,10.0,2.6,0.58,1.97,-0.10619469
2014,Radford,VIRGINIA,10,4,9,30284.0,,0.396077037,,0.0929958,144.0,0.002,0.356,0.31,1.0,8.7,2.02,0.53,1.67,-0.080760095
2014,Union,KENTUCKY,16,3,9,38367.0,,0.285339087,,0.079993688,122.0,0.606,0.164,0.09,2.0,10.4,2.17,0.32,1.55,-0.010160428
2013,Jones,NORTH CAROLINA,14,5,11,36213.0,,0.167458907,,0.112003297,170.0,0.191,0.385,0.0,1.0,8.7,2.08,0.24,1.4,0.286170213
2012,Santa Cruz,CALIFORNIA,6,5,4,66571.0,0.13382265,0.144049525,0.080573425,0.08752089,70.0,0.042,0.624,0.6,1.0,7.9,1.2,0.44,1.25,0.117609663
2014,Caldwell,NORTH CAROLINA,16,5,14,34853.0,0.199970141,0.204928353,0.08362098,0.13567394,150.0,0.004,0.712,0.04,1.0,9.5,2.38,0.53,1.8,-0.118623962
2012,Price,WISCONSIN,11,3,10,42206.0,,0.141680509,,0.066648453,141.0,0.055,0.548,0.11,2.0,7.7,1.11,0.28,0.75,-0.202769093
2014,Yancey,NORTH CAROLINA,13,4,11,39008.0,,0.215185523,,0.108828008,193.0,0.002,0.844,0.01,2.0,8.4,1.83,0.21,1.2,-0.055433348
2013,Pulaski,VIRGINIA,14,4,11,44312.0,,0.138918504,,0.089376457,142.0,0.008,0.554,0.12,1.0,8.8,1.84,0.36,1.31,-0.145905421
2014,Bourbon,KENTUCKY,14,4,13,43521.0,,0.176737085,,0.108405501,131.0,0.055,0.094,0.0,1.0,10.1,2.06,0.53,1.41,-0.014754098
2012,Cheboygan,MICHIGAN,14,5,10,38166.0,,0.179841593,,0.187447906,145.0,0.045,0.412,0.09,2.0,7.5,1.05,0.3,0.71,-0.050810015
2013,Lancaster,NEBRASKA,10,4,7,51574.0,0.155387446,0.151825979,0.05043114,0.064113781,66.0,0.5,0.048,0.67,1.0,9.7,1.83,0.7,1.41,-0.021912351
2013,Butte,IDAHO,11,3,7,41131.0,,0.157471687,,0.089380533,131.0,0.032,0.066,0.35,1.0,6.1,0.84,0.08,0.51,-0.318934911
2012,Tuscarawas,OHIO,15,5,12,43869.0,0.129085064,0.136130422,0.083990879,0.086577646,133.0,0.15,0.535,0.23,2.0,11.8,1.69,0.66,1.16,0.014896373
2013,Shannon,SOUTH DAKOTA,15,9,14,25648.0,,0.531616807,,0.252123982,71.0,0.037,0.043,0.03,2.0,6.5,1.18,0.15,0.77,-0.130594727
2014,Garfield,MONTANA,8,2,8,51000.0,,0.089497715,,0.001694915,82.0,0.089,0.048,0.29,2.0,5.9,1.01,0.11,0.69,-0.174979219
2012,Thayer,NEBRASKA,10,3,4,43077.0,,0.110124335,,0.019276161,79.0,0.667,0.03,0.25,2.0,8.8,1.6,0.19,1.09,-0.061364752
2013,West Feliciana,LOUISIANA,11,3,8,61616.0,,0.166200384,,0.088888891,133.0,0.089,0.38,0.02,1.0,9.1,2.66,0.29,2.19,-0.247317899
2013,Scott,ILLINOIS,12,7,8,49669.0,,0.123050258,,0.081888601,118.0,0.621,0.197,0.24,2.0,10.0,1.96,0.26,1.45,-0.143062201
2013,Boone,NEBRASKA,11,3,3,45246.0,,0.096713617,,0.019373018,78.0,0.579,0.012,0.06,2.0,8.3,1.28,0.25,0.85,-0.092689655
2014,Orange,VIRGINIA,9,4,7,63538.0,,0.125608161,,0.095177509,132.0,0.079,0.529,0.13,2.0,8.8,2.15,0.37,1.66,-0.019490255
2012,Toole,MONTANA,15,3,7,45057.0,,0.164371192,,0.028243963,82.0,0.522,0.002,0.56,2.0,6.3,0.85,0.26,0.62,-0.234679666
2014,Logan,ILLINOIS,14,5,9,49882.0,,0.129400209,,0.06598942,126.0,0.864,0.024,0.46,2.0,10.5,1.84,0.43,1.31,-0.041646947
2013,Summit,COLORADO,3,3,2,63697.0,,0.137191087,,0.061856769,175.0,0.0,0.522,0.3,2.0,4.7,0.84,0.14,0.51,0.240301724
2014,Naguabo,PUERTO RICO,4,5,0,18295.0,,0.53489846,,0.129325613,,,,,,,,,,-0.873362445
2014,Hampden,MASSACHUSETTS,11,7,8,50036.0,0.177018911,0.176951632,0.09324947,0.109315515,135.0,0.009,0.597,0.45,1.0,8.8,1.65,1.0,1.54,-0.095518868
2014,Latimer,OKLAHOMA,17,3,11,39563.0,,0.170186341,,0.087006167,93.0,0.001,0.668,0.04,2.0,9.2,2.89,0.27,2.31,0.013157895
2013,Montgomery,INDIANA,13,4,10,46797.0,,0.167741403,,0.097078815,128.0,0.782,0.092,0.1,2.0,10.9,1.79,0.62,1.24,-0.043478261
2014,Merrimack,NEW HAMPSHIRE,10,5,9,65226.0,0.097180419,0.095355079,0.044520248,0.060020495,134.0,0.014,0.77,0.15,2.0,8.8,1.33,0.58,1.04,0.033773087
2013,Jim Wells,TEXAS,16,10,10,40585.0,,0.217488676,,0.079754941,84.0,0.329,0.027,0.06,2.0,8.1,1.58,0.35,1.38,-0.233253589
2014,Lee,TEXAS,10,5,8,52452.0,,0.14931874,,0.058794159,91.0,0.025,0.227,0.03,2.0,8.6,2.06,0.26,1.73,-0.067455621
2013,Jefferson,TENNESSEE,13,4,11,39745.0,,0.182873994,,0.123179123,156.0,0.008,0.37,0.01,1.0,10.5,2.64,0.34,2.06,-0.205613577
2012,Pocahontas,IOWA,10,2,5,42138.0,,0.137785882,,0.051028378,107.0,0.9,0.002,0.32,2.0,9.3,1.25,0.21,0.83,-0.053668144
2013,Cameron,TEXAS,12,5,5,33179.0,0.325314224,0.3478643,0.124672882,0.106330022,85.0,0.385,0.009,0.27,1.0,8.6,1.22,0.45,1.3,-0.092088197
2013,Natrona,WYOMING,13,4,10,57791.0,0.093992934,0.099039592,0.062714286,0.057987124,90.0,0.001,0.031,0.41,1.0,6.4,1.1,0.39,0.69,-0.041778976
2014,Clarke,MISSISSIPPI,11,4,8,31478.0,,0.241406634,,0.124008648,124.0,0.01,0.624,0.11,2.0,9.5,3.37,0.3,2.6,-0.073255814
2014,Gloucester,VIRGINIA,10,5,7,60980.0,,0.086141504,,0.056910992,145.0,0.059,0.548,0.02,1.0,8.3,2.09,0.35,1.52,-0.32422452
2012,Tioga,NEW YORK,10,4,8,56488.0,,0.088091001,,0.078593202,157.0,0.061,0.607,0.07,1.0,8.7,1.39,0.53,0.94,-0.07460733
2012,Howell,MISSOURI,15,3,13,34148.0,,0.206424445,,0.080510922,161.0,0.002,0.537,0.11,2.0,9.4,2.55,0.45,2.06,-0.267320261
2014,Spencer,KENTUCKY,15,5,10,65149.0,,0.068951495,,0.068380743,142.0,0.073,0.494,0.0,1.0,10.2,2.13,0.41,1.51,-0.38123415
2013,Leelanau,MICHIGAN,9,4,6,55018.0,,0.11229375,,0.085992217,138.0,0.152,0.425,0.18,2.0,7.7,1.12,0.29,0.79,0.330161751
2012,Orange,VERMONT,8,3,6,53627.0,,0.118923701,,0.061764162,162.0,0.058,0.793,0.04,2.0,7.5,1.15,0.41,0.81,-0.403674046
2012,Henrico,VIRGINIA,9,5,5,61300.0,0.100972101,0.104728319,0.080890402,0.076696768,144.0,0.061,0.388,0.17,1.0,8.8,2.63,0.68,2.26,-0.129491018
2013,Portage,OHIO,14,5,11,52697.0,0.180549368,0.161080182,0.095596552,0.111143686,159.0,0.176,0.387,0.16,1.0,11.4,1.6,0.69,1.13,-0.107936508
2012,Coos,OREGON,11,5,8,37853.0,,0.173028857,,0.121226117,189.0,0.003,0.653,0.21,2.0,6.1,0.93,0.32,0.72,-0.103711235
2012,Phillips,COLORADO,9,3,5,45339.0,,0.182429299,,0.054748062,68.0,0.804,0.001,0.59,2.0,7.1,1.24,0.25,0.83,-0.129506778
2014,Scotland,NORTH CAROLINA,13,6,16,30834.0,,0.311695606,,0.166717142,137.0,0.2,0.321,0.12,2.0,9.4,2.75,0.41,2.0,0.026370576
2012,Barrow,GEORGIA,14,5,12,51202.0,0.161404207,0.136279553,0.114113942,0.110590495,129.0,0.001,0.378,0.07,1.0,10.5,3.02,0.53,2.21,0.094573643
2013,Sioux,IOWA,7,3,3,57227.0,,0.082199603,,0.02354854,95.0,0.844,0.011,0.34,2.0,9.6,1.23,0.38,0.87,-0.145098039
2012,Columbia,WASHINGTON,13,5,9,45417.0,,0.131806612,,0.073266216,160.0,0.34,0.341,0.36,1.0,6.1,1.02,0.17,0.86,0.394849785
2012,Monroe,KENTUCKY,19,5,8,27586.0,,0.252258956,,0.078603558,133.0,0.038,0.543,0.01,2.0,9.7,2.28,0.27,1.6,-0.090121317
2012,Lac qui Parle,MINNESOTA,10,4,5,50203.0,,0.07064832,,0.044503313,78.0,0.749,0.01,0.34,2.0,9.0,1.01,0.19,0.72,-0.239946973
2012,Washington,MARYLAND,13,6,8,54561.0,0.14180699,0.119048126,0.085795477,0.080481097,136.0,0.189,0.37,0.35,1.0,11.0,1.93,0.74,1.51,-0.004134672
2013,La Salle,TEXAS,8,4,4,26756.0,,0.216899097,,0.112149529,62.0,0.041,0.003,0.08,2.0,6.9,2.1,0.21,1.83,1.78584392
2013,Cochise,ARIZONA,10,4,6,45755.0,0.191226631,0.171111986,0.081124239,0.087077685,79.0,0.032,0.087,0.07,1.0,6.0,1.93,0.2,1.3,0.003703704
2014,McHenry,NORTH DAKOTA,11,2,7,51161.0,,0.13549076,,0.035924006,119.0,0.312,0.01,0.0,2.0,7.5,0.8,0.29,0.59,0.223175966
2014,Hertford,NORTH CAROLINA,10,5,10,32201.0,,0.262917101,,0.162917376,148.0,0.217,0.486,0.0,2.0,8.4,2.31,0.32,1.69,-0.19588551
2012,Haakon,SOUTH DAKOTA,11,3,3,48571.0,,0.123814836,,0.025072323,83.0,0.159,0.01,0.0,2.0,6.3,1.15,0.13,0.77,-0.315817131
2014,Traverse,MINNESOTA,10,2,4,48750.0,,0.092774309,,0.026947862,83.0,0.851,0.007,0.39,2.0,8.7,0.94,0.2,0.68,-0.446382979
2014,Foard,TEXAS,10,4,7,34375.0,,0.069456816,,0.097465888,68.0,0.195,0.021,0.6,2.0,7.0,2.48,0.16,1.83,1.609589041
2012,Chambers,TEXAS,16,3,8,75200.0,,0.086046033,,0.069371246,112.0,0.141,0.02,0.09,1.0,9.9,1.71,0.32,1.49,-0.188031161
2013,Clarendon,SOUTH CAROLINA,12,6,8,31410.0,,0.249179825,,0.193160221,136.0,0.173,0.217,0.0,2.0,9.4,2.69,0.3,1.91,-0.067440174
2013,Salt Lake,UTAH,6,5,5,60555.0,0.125508726,0.126759917,0.057891931,0.07613387,120.0,0.016,0.256,0.57,1.0,9.6,1.37,0.72,1.23,-0.053546592
2013,Rock,WISCONSIN,10,6,11,49435.0,0.146026105,0.143285334,0.079884395,0.103265166,104.0,0.61,0.092,0.55,1.0,10.7,1.54,0.71,1.19,0.102857143
2014,Butler,OHIO,14,6,10,56998.0,0.145686015,0.137793228,0.063478671,0.081503637,123.0,0.213,0.185,0.42,1.0,13.0,2.03,0.85,1.47,-0.009988249
2013,Manassas,VIRGINIA,8,5,6,71036.0,,0.117070928,,0.071876571,125.0,0.037,0.086,0.27,1.0,9.5,2.37,0.94,2.05,0.148743017
2012,Garland,ARKANSAS,10,4,8,38680.0,0.199176013,0.189659566,0.096499234,0.094991244,101.0,0.001,0.746,0.13,1.0,10.1,3.42,0.47,2.61,0.089857046
2012,Texas,MISSOURI,15,3,10,34520.0,,0.20510684,,0.075872988,124.0,0.001,0.629,0.01,2.0,9.2,2.37,0.25,1.85,-0.052668053
2014,Guayanilla,PUERTO RICO,5,6,3,15483.0,,0.542892873,,0.240386188,,,,,,,,,,6.0
2014,Autauga,ALABAMA,13,5,7,52475.0,,0.128052354,,0.083559051,112.0,0.077,0.507,0.2,1.0,10.8,3.59,0.54,2.87,0.259197324
2014,Park,MONTANA,6,3,9,42506.0,,0.127112091,,0.072853319,212.0,0.007,0.382,0.2,2.0,6.0,0.95,0.19,0.6,0.426082863
2012,Lewis,WASHINGTON,10,3,8,43490.0,0.159153268,0.138963774,0.113879219,0.126041517,206.0,0.007,0.664,0.23,2.0,6.7,1.13,0.51,0.88,-0.032616239
2012,Bandera,TEXAS,10,5,8,47927.0,,0.162575006,,0.07136678,80.0,0.002,0.472,0.04,1.0,8.2,2.03,0.22,1.69,0.091423948
2013,Boyd,NEBRASKA,12,3,4,41279.0,,0.104846686,,0.019269777,85.0,0.168,0.043,0.0,2.0,7.3,1.16,0.15,0.79,-0.370997618
2014,Barceloneta,PUERTO RICO,7,9,2,15228.0,,0.541804016,,0.171347052,,,,,,,,,,0.908256881
2014,Edgar,ILLINOIS,16,3,10,43075.0,,0.177304566,,0.112692088,130.0,0.799,0.086,0.27,2.0,10.5,1.8,0.39,1.22,-0.040140492
2012,Charlotte,VIRGINIA,10,5,8,33562.0,,0.166531801,,0.084050179,134.0,0.011,0.616,0.02,2.0,8.6,2.47,0.27,1.9,0.070175439
2013,Oconee,GEORGIA,9,4,6,75004.0,,0.092994362,,0.063150927,124.0,0.003,0.492,0.07,1.0,10.4,3.13,0.41,2.29,0.421195652
2014,Barren,KENTUCKY,16,5,13,38885.0,,0.202595294,,0.083163798,141.0,0.072,0.298,0.14,2.0,10.1,2.32,0.43,1.62,0.363508772
2014,Montgomery,MARYLAND,6,4,3,98704.0,0.070069231,0.068788514,0.065815248,0.064304225,150.0,0.108,0.28,0.84,1.0,10.9,2.33,1.07,1.93,0.012104909
2012,Gaines,TEXAS,11,4,8,50850.0,,0.170121387,,0.048178766,65.0,0.534,0.0,0.11,2.0,7.6,2.2,0.55,1.65,0.025242718
2013,Adams,IOWA,12,2,4,45871.0,,0.11330428,,0.04646752,97.0,0.501,0.062,0.02,2.0,9.1,1.55,0.24,1.05,-0.310909091
2013,Calhoun,MICHIGAN,14,5,11,42110.0,0.185848236,0.177843794,0.087871306,0.131799191,130.0,0.384,0.158,0.26,1.0,10.5,1.54,0.64,1.18,-0.09763493
2013,Kittitas,WASHINGTON,7,3,6,42982.0,,0.225690246,,0.102296956,138.0,0.041,0.374,0.33,2.0,6.8,0.84,0.44,0.76,0.054826617
2014,Franklin,MISSOURI,14,5,12,48661.0,0.118321441,0.125373021,0.045954123,0.08612597,111.0,0.076,0.567,0.17,1.0,10.7,2.32,0.37,2.01,0.154598826
2012,Greene,ARKANSAS,14,3,8,38481.0,,0.173296064,,0.089646533,103.0,0.587,0.203,0.06,2.0,10.3,2.68,0.38,1.96,-0.198742138
2012,McPherson,NEBRASKA,15,0,0,51563.0,,0.12931034,,0.029411765,71.0,0.013,0.0,0.0,2.0,6.5,1.16,0.16,0.77,-0.054830287
2013,Jackson,IOWA,11,4,4,46467.0,,0.1049098,,0.041782998,103.0,0.298,0.215,0.42,2.0,10.3,1.56,0.41,1.05,0.064015519
2014,Clark,KENTUCKY,15,5,14,46554.0,,0.155348405,,0.089944355,137.0,0.022,0.224,0.0,1.0,10.1,2.14,0.58,1.54,-0.09401159
2012,Gallatin,ILLINOIS,15,2,10,38934.0,,0.17493616,,0.08871939,121.0,0.626,0.212,0.05,2.0,10.1,2.12,0.27,1.51,-0.20123839
2013,Goliad,TEXAS,11,5,7,50923.0,,0.146992698,,0.04844607,93.0,0.028,0.134,0.11,1.0,7.9,1.77,0.23,1.47,-0.008492569
2014,Calumet,WISCONSIN,8,5,6,66250.0,,0.061188422,,0.035334136,117.0,0.404,0.061,0.44,1.0,9.6,1.28,0.47,0.97,-0.004207574
2012,Dinwiddie,VIRGINIA,12,5,8,51582.0,,0.128656462,,0.099837422,156.0,0.076,0.653,0.05,1.0,8.9,2.56,0.39,2.01,-0.070005385
2014,Eureka,NEVADA,13,2,9,68403.0,,0.163323775,,0.040437158,94.0,0.003,0.139,0.06,2.0,4.6,1.03,0.05,0.63,0.056265985
2012,Hopkins,TEXAS,13,3,8,42257.0,,0.179811925,,0.077609971,92.0,0.084,0.139,0.2,2.0,9.6,2.81,0.45,2.45,-0.044317683
2012,Sussex,VIRGINIA,12,5,7,39603.0,,0.153128609,,0.104558222,161.0,0.155,0.575,0.0,1.0,8.6,2.49,0.29,1.88,0.148874365
2012,Tooele,UTAH,9,5,6,61933.0,,0.083535254,,0.067704707,112.0,0.001,0.072,0.12,1.0,7.0,1.05,0.25,0.7,-0.093860268
2014,Jasper,ILLINOIS,14,3,8,54133.0,,0.065779828,,0.054947205,122.0,0.709,0.148,0.16,2.0,10.4,1.99,0.52,1.34,-0.185113269
2014,Baraga,MICHIGAN,12,6,10,40935.0,,0.152784243,,0.079394385,159.0,0.017,0.678,0.11,2.0,6.8,0.99,0.27,0.62,0.293984962
2014,Cass,ILLINOIS,14,6,9,47443.0,,0.1339394,,0.104898199,116.0,0.618,0.171,0.44,2.0,10.2,1.93,0.5,1.41,-0.159681698
2012,Clayton,IOWA,7,2,4,46617.0,,0.128627181,,0.050966609,103.0,0.4,0.247,0.12,2.0,9.7,1.4,0.26,0.97,0.138218924
2014,Greene,ALABAMA,12,8,11,22170.0,,0.36617142,,0.259125203,114.0,0.037,0.467,0.01,2.0,9.6,3.42,0.3,2.77,0.14646905
2013,Cooke,TEXAS,13,4,8,50067.0,,0.147777632,,0.090471558,79.0,0.102,0.198,0.29,2.0,9.7,2.56,0.44,2.02,0.110793132
2012,Lake,MICHIGAN,17,4,13,30390.0,,0.241360843,,0.158697858,144.0,0.038,0.67,0.0,2.0,8.4,1.19,0.33,0.86,-0.029336735
2013,Mono,CALIFORNIA,7,3,7,61757.0,,0.084833451,,0.102239311,77.0,0.003,0.221,0.27,2.0,5.4,0.78,0.07,0.55,-0.316898758
2014,Warren,MISSOURI,13,5,12,52512.0,,0.140499175,,0.103647634,120.0,0.187,0.558,0.09,1.0,10.4,2.24,0.35,1.9,0.041509434
2013,Crisp,GEORGIA,17,5,9,35240.0,,0.311841995,,0.165616825,127.0,0.367,0.264,0.21,2.0,10.3,3.11,0.38,2.35,0.805956679
2014,Sheridan,WYOMING,10,2,6,56015.0,,0.083677322,,0.039138813,137.0,0.011,0.205,0.29,2.0,7.4,1.2,0.61,0.89,-0.012031139
2012,Columbiana,OHIO,16,6,9,41870.0,0.151488766,0.160822168,0.085618518,0.110150851,161.0,0.19,0.445,0.25,2.0,12.0,1.62,0.67,1.11,-0.006514658
2014,Bayfield,WISCONSIN,8,3,7,45158.0,,0.128732845,,0.076047666,139.0,0.008,0.813,0.09,2.0,7.4,1.06,0.22,0.79,0.253511706
2012,St. Lawrence,NEW YORK,16,5,10,43745.0,0.197487265,0.185455874,0.120881088,0.105300888,190.0,0.033,0.598,0.19,2.0,8.7,1.18,0.56,0.75,-0.099644128
2014,Otsego,NEW YORK,10,4,7,47884.0,,0.163650781,,0.077337071,184.0,0.082,0.539,0.23,2.0,7.6,1.17,0.52,0.71,-0.063651591
2014,Baker,OREGON,9,4,7,40576.0,,0.183309749,,0.092941009,135.0,0.055,0.332,0.23,2.0,6.2,1.02,0.36,0.83,0.037170264
2012,Hancock,IOWA,11,4,5,48695.0,,0.096425675,,0.050571237,106.0,0.871,0.006,0.34,2.0,9.6,1.26,0.25,0.83,-0.249603384
2012,Humphreys,TENNESSEE,14,4,9,41943.0,,0.139890954,,0.115204133,127.0,0.047,0.747,0.0,2.0,9.2,2.46,0.24,1.99,0.131147541
2012,Polk,IOWA,10,3,6,58096.0,0.135622084,0.113262601,0.059674386,0.05833986,86.0,0.479,0.062,0.56,1.0,9.3,1.82,0.73,1.42,-0.003929273
2013,Custer,NEBRASKA,10,3,5,44873.0,,0.095532455,,0.025716258,62.0,0.185,0.016,0.2,2.0,7.6,1.24,0.26,0.83,0.274296094
2012,St. Louis,MISSOURI,10,5,7,58485.0,0.121404536,0.105484292,0.085810915,0.084143609,119.0,0.058,0.238,0.48,1.0,12.3,2.6,0.7,2.34,-0.003831418
2012,Johnston,NORTH CAROLINA,14,5,11,50132.0,0.173292726,0.161249459,0.095912352,0.097555049,160.0,0.266,0.292,0.02,1.0,9.3,2.56,0.39,1.87,0.054662379
2014,Buchanan,VIRGINIA,16,4,16,29678.0,,0.240005314,,0.111839712,170.0,0.0,0.847,0.0,2.0,9.3,1.9,0.37,1.39,0.006108735
2014,Williamson,TENNESSEE,7,4,4,91743.0,0.054798149,0.055698436,0.042256948,0.048743375,138.0,0.028,0.501,0.18,1.0,10.2,2.58,0.38,1.96,0.210031348
2013,East Feliciana,LOUISIANA,10,3,8,47225.0,,0.172514945,,0.066795975,130.0,0.081,0.241,0.0,1.0,9.5,2.89,0.32,2.31,-0.039800995
2013,Lubbock,TEXAS,12,6,8,44397.0,0.174709216,0.203907996,0.071219191,0.07000041,79.0,0.701,0.001,0.43,1.0,8.2,2.04,0.37,1.51,0.052311436
2013,Holmes,FLORIDA,17,4,10,35511.0,,0.238266945,,0.110801779,115.0,0.132,0.41,0.02,2.0,8.8,3.1,0.29,2.28,-0.133434805
2014,Henry,GEORGIA,10,5,8,60269.0,0.161928311,0.127549723,0.097801708,0.11630141,129.0,0.001,0.452,0.05,1.0,10.8,3.16,0.52,2.41,0.078347578
2013,Cassia,IDAHO,7,4,5,42039.0,,0.158570603,,0.082982264,146.0,0.2,0.06,0.26,2.0,6.9,1.03,0.24,0.76,-0.157686604
2012,Blackford,INDIANA,16,4,9,39619.0,,0.165403843,,0.13259308,127.0,0.807,0.078,0.01,2.0,11.0,1.69,0.73,1.12,-0.113704072
2014,Monroe,PENNSYLVANIA,13,6,10,57748.0,0.133560225,0.125435963,0.120776571,0.136531919,149.0,0.015,0.674,0.08,1.0,9.5,1.48,0.62,1.13,0.0449521
2012,Madison,NEBRASKA,12,4,6,45717.0,,0.140407994,,0.041808918,73.0,0.701,0.023,0.37,2.0,8.9,1.34,0.6,0.94,0.25335438
2012,San Juan,PUERTO RICO,8,9,1,23100.0,0.399502546,0.393768936,0.161335513,0.160313144,,,,,,,,,,0.091463415
2013,Butte,SOUTH DAKOTA,9,1,6,41332.0,,0.101883054,,0.047563806,88.0,0.038,0.006,0.22,2.0,6.3,1.19,0.14,0.81,0.07833733
2012,Greene,NORTH CAROLINA,12,6,9,40833.0,,0.22138758,,0.125025436,147.0,0.42,0.239,0.01,2.0,9.2,2.23,0.3,1.56,0.139581929
2014,Rabun,GEORGIA,13,4,8,34043.0,,0.23683393,,0.084777586,172.0,0.003,0.864,0.07,2.0,8.5,2.15,0.23,1.44,-0.169113649
2014,Clay,KANSAS,12,4,7,51375.0,,0.111164697,,0.019377163,70.0,0.442,0.05,0.17,2.0,8.8,1.9,0.35,1.36,0.275132275
2013,Brown,ILLINOIS,13,4,8,42194.0,,0.12324553,,0.068111457,104.0,0.359,0.425,0.07,2.0,9.8,1.89,0.39,1.37,0.044094488
2013,Emmet,IOWA,9,4,5,48601.0,,0.12485525,,0.056149248,98.0,0.814,0.009,0.68,2.0,9.4,1.2,0.41,0.81,0.019423559
2012,Burleigh,NORTH DAKOTA,8,4,5,59309.0,0.043767106,0.084097072,0.036490619,0.029302726,97.0,0.203,0.002,0.27,1.0,7.5,1.08,0.76,0.85,0.016964286
2013,Fulton,ILLINOIS,13,4,9,45130.0,,0.132952854,,0.090854645,110.0,0.471,0.32,0.28,2.0,10.5,1.8,0.47,1.27,0.06760729
2013,Lincoln,TENNESSEE,11,4,8,41571.0,,0.163148955,,0.084265381,133.0,0.102,0.371,0.04,2.0,10.4,2.67,0.31,1.88,-0.076015727
2012,Pittsylvania,VIRGINIA,10,4,8,42229.0,,0.151878998,,0.087637842,149.0,0.013,0.573,0.02,2.0,9.3,2.38,0.33,1.84,-0.121565934
2012,Lafourche,LOUISIANA,12,5,9,50574.0,0.131667808,0.145437777,0.08356224,0.056175653,143.0,0.102,0.0,0.04,1.0,9.7,2.12,0.43,1.72,0.242241379
2014,Dougherty,GEORGIA,11,5,10,31458.0,0.306776613,0.323777199,0.172405526,0.182218179,123.0,0.086,0.377,0.41,1.0,10.4,3.27,0.55,2.58,-0.088196286
2012,Burke,NORTH CAROLINA,13,5,12,38062.0,0.193814948,0.186566144,0.125629678,0.124658674,152.0,0.004,0.673,0.02,1.0,9.6,2.48,0.46,1.88,0.12745098
2014,Fulton,GEORGIA,7,5,7,56642.0,0.167623624,0.178272143,0.086107977,0.110871933,138.0,0.0,0.411,0.35,1.0,10.8,3.25,0.74,2.46,-0.070687419
2012,Vigo,INDIANA,17,4,10,40547.0,0.198681012,0.189878821,0.086044572,0.082219236,123.0,0.468,0.281,0.29,1.0,10.8,2.0,0.73,1.42,-0.117673993
2014,Pocahontas,WEST VIRGINIA,15,3,13,34761.0,,0.167906865,,0.064807646,190.0,0.011,0.906,0.05,2.0,8.0,1.43,0.18,0.81,0.080296479
2014,Liberty,MONTANA,12,5,8,46250.0,,0.165296808,,0.047720041,98.0,0.634,0.003,0.0,2.0,6.1,0.82,0.14,0.59,-0.5785777
2013,Tensas,LOUISIANA,9,4,6,27543.0,,0.34319526,,0.110606059,131.0,0.559,0.028,0.01,2.0,8.9,2.71,0.25,2.16,0.437779196
2012,Camden,MISSOURI,13,4,11,44577.0,,0.138540149,,0.083301656,100.0,0.003,0.664,0.06,2.0,9.5,2.35,0.36,1.95,-0.168632894
2014,Henderson,TENNESSEE,16,3,13,38696.0,,0.207127035,,0.110275887,130.0,0.14,0.561,0.07,2.0,9.3,2.7,0.29,2.11,-0.0625
2014,Franklin,ILLINOIS,16,4,12,37333.0,,0.195366696,,0.115899391,112.0,0.342,0.217,0.19,2.0,10.3,2.15,0.4,1.59,0.019274376
2014,Vinton,OHIO,20,6,15,37984.0,,0.226894572,,0.121039942,144.0,0.034,0.789,0.01,2.0,10.8,1.95,0.51,1.47,0.080788804
2013,Lajas,PUERTO RICO,4,6,0,13975.0,,0.612279475,,0.118103445,,,,,,,,,,-0.444810544
2013,Pitkin,COLORADO,5,5,2,72745.0,,0.100951158,,0.070397943,131.0,0.0,0.613,0.46,2.0,4.6,0.88,0.16,0.54,0.142198309
2013,Ozark,MISSOURI,14,3,11,32078.0,,0.200271338,,0.110601716,103.0,0.002,0.643,0.0,2.0,9.1,2.65,0.28,2.1,0.286256644
2013,Hempstead,ARKANSAS,15,4,11,32056.0,,0.27370128,,0.095542029,105.0,0.009,0.524,0.08,2.0,10.1,3.39,0.46,2.71,0.271229404
2012,Daviess,MISSOURI,15,3,6,42617.0,,0.142804876,,0.064370863,95.0,0.335,0.16,0.27,2.0,9.2,1.87,0.25,1.33,0.064880952
