state,county,year,value
Texas,Lubbock,2012,0.080
Texas,Lubbock,2013,0.083
Texas,Lubbock,2014,0.087
Texas,Lubbock,2015,0.090
Texas,Lynn,2012,0.098
Texas,Lynn,2013,0.099
Texas,Lynn,2014,0.096
Texas,Lynn,2015,0.105
Texas,Madison,2012,0.141
Texas,Madison,2013,0.151
Texas,Madison,2014,0.131
Texas,Madison,2015,0.130
Texas,Marion,2012,0.129
Texas,Marion,2013,0.121
Texas,Marion,2014,0.126
Texas,Marion,2015,0.147
Texas,Martin,2012,0.099
Texas,Martin,2013,0.084
Texas,Martin,2014,0.083
Texas,Martin,2015,0.085
Texas,Mason,2012,0.195
Texas,Mason,2013,0.172
Texas,Mason,2014,0.182
Texas,Mason,2015,0.223
Texas,Matagorda,2012,0.109
Texas,Matagorda,2013,0.119
Texas,Matagorda,2014,0.142
Texas,Matagorda,2015,0.126
Texas,Maverick,2012,0.067
Texas,Maverick,2013,0.070
Texas,Maverick,2014,0.075
Texas,Maverick,2015,0.086
Texas,McCulloch,2012,0.186
Texas,McCulloch,2013,0.165
Texas,McCulloch,2014,0.145
Texas,McCulloch,2015,0.123
Texas,McLennan,2012,0.094
Texas,McLennan,2013,0.093
Texas,McLennan,2014,0.093
Texas,McLennan,2015,0.092
Texas,McMullen,2012,0.180
Texas,McMullen,2013,0.087
Texas,McMullen,2014,0.131
Texas,McMullen,2015,0.097
Texas,Medina,2012,0.074
Texas,Medina,2013,0.072
Texas,Medina,2014,0.078
Texas,Medina,2015,0.089
Texas,Menard,2012,0.131
Texas,Menard,2013,0.168
Texas,Menard,2014,0.188
Texas,Menard,2015,0.196
Texas,Midland,2012,0.084
Texas,Midland,2013,0.077
Texas,Midland,2014,0.077
Texas,Midland,2015,0.078
Texas,Milam,2012,0.132
Texas,Milam,2013,0.145
Texas,Milam,2014,0.149
Texas,Milam,2015,0.157
Texas,Mills,2012,0.155
Texas,Mills,2013,0.168
Texas,Mills,2014,0.177
Texas,Mills,2015,0.181
Texas,Mitchell,2012,0.153
Texas,Mitchell,2013,0.153
Texas,Mitchell,2014,0.128
Texas,Mitchell,2015,0.113
Texas,Montague,2012,0.136
Texas,Montague,2013,0.143
Texas,Montague,2014,0.149
Texas,Montague,2015,0.152
Texas,Montgomery,2012,0.067
Texas,Montgomery,2013,0.069
Texas,Montgomery,2014,0.074
Texas,Montgomery,2015,0.076
Texas,Moore,2012,0.073
Texas,Moore,2013,0.079
Texas,Moore,2014,0.075
Texas,Moore,2015,0.063
Texas,Morris,2012,0.148
Texas,Morris,2013,0.130
Texas,Morris,2014,0.122
Texas,Morris,2015,0.134
Texas,Motley,2012,0.269
Texas,Motley,2013,0.210
Texas,Motley,2014,0.197
Texas,Motley,2015,0.180
Texas,Nacogdoches,2012,0.101
Texas,Nacogdoches,2013,0.103
Texas,Nacogdoches,2014,0.106
Texas,Nacogdoches,2015,0.112
Texas,Navarro,2012,0.107
Texas,Navarro,2013,0.100
Texas,Navarro,2014,0.099
Texas,Navarro,2015,0.113
Texas,Newton,2012,0.117
Texas,Newton,2013,0.103
Texas,Newton,2014,0.130
Texas,Newton,2015,0.120
Texas,Nolan,2012,0.113
Texas,Nolan,2013,0.117
Texas,Nolan,2014,0.128
Texas,Nolan,2015,0.138
Texas,Nueces,2012,0.081
Texas,Nueces,2013,0.081
Texas,Nueces,2014,0.084
Texas,Nueces,2015,0.084
Texas,Ochiltree,2012,0.087
Texas,Ochiltree,2013,0.079
Texas,Ochiltree,2014,0.091
Texas,Ochiltree,2015,0.077
Texas,Oldham,2012,0.125
Texas,Oldham,2013,0.136
Texas,Oldham,2014,0.107
Texas,Oldham,2015,0.134
Texas,Orange,2012,0.089
Texas,Orange,2013,0.090
Texas,Orange,2014,0.094
Texas,Orange,2015,0.100
Texas,Palo Pinto,2012,0.115
Texas,Palo Pinto,2013,0.130
Texas,Palo Pinto,2014,0.125
Texas,Palo Pinto,2015,0.125
Texas,Panola,2012,0.116
Texas,Panola,2013,0.121
Texas,Panola,2014,0.127
Texas,Panola,2015,0.127
Texas,Parker,2012,0.075
Texas,Parker,2013,0.081
Texas,Parker,2014,0.081
Texas,Parker,2015,0.080
Texas,Parmer,2012,0.101
Texas,Parmer,2013,0.097
Texas,Parmer,2014,0.093
Texas,Parmer,2015,0.091
Texas,Pecos,2012,0.118
Texas,Pecos,2013,0.125
Texas,Pecos,2014,0.126
Texas,Pecos,2015,0.137
Texas,Polk,2012,0.142
Texas,Polk,2013,0.130
Texas,Polk,2014,0.127
Texas,Polk,2015,0.132
Texas,Potter,2012,0.089
Texas,Potter,2013,0.092
Texas,Potter,2014,0.094
Texas,Potter,2015,0.095
Texas,Presidio,2012,0.224
Texas,Presidio,2013,0.178
Texas,Presidio,2014,0.181
Texas,Presidio,2015,0.181
Texas,Rains,2012,0.128
Texas,Rains,2013,0.137
Texas,Rains,2014,0.143
Texas,Rains,2015,0.149
Texas,Randall,2012,0.085
Texas,Randall,2013,0.082
Texas,Randall,2014,0.084
Texas,Randall,2015,0.084
Texas,Reagan,2012,0.055
Texas,Reagan,2013,0.059
Texas,Reagan,2014,0.095
Texas,Reagan,2015,0.091
Texas,Real,2012,0.098
Texas,Real,2013,0.090
Texas,Real,2014,0.099
Texas,Real,2015,0.145
Texas,Red River,2012,0.129
Texas,Red River,2013,0.147
Texas,Red River,2014,0.152
Texas,Red River,2015,0.158
Texas,Reeves,2012,0.097
Texas,Reeves,2013,0.084
Texas,Reeves,2014,0.113
Texas,Reeves,2015,0.156
Texas,Refugio,2012,0.132
Texas,Refugio,2013,0.128
Texas,Refugio,2014,0.132
Texas,Refugio,2015,0.128
Texas,Roberts,2012,0.098
Texas,Roberts,2013,0.134
Texas,Roberts,2014,0.126
Texas,Roberts,2015,0.134
Texas,Robertson,2012,0.111
Texas,Robertson,2013,0.118
Texas,Robertson,2014,0.116
Texas,Robertson,2015,0.120
Texas,Rockwall,2012,0.052
Texas,Rockwall,2013,0.059
Texas,Rockwall,2014,0.056
Texas,Rockwall,2015,0.062
Texas,Runnels,2012,0.138
Texas,Runnels,2013,0.146
Texas,Runnels,2014,0.141
Texas,Runnels,2015,0.149
Texas,Rusk,2012,0.110
Texas,Rusk,2013,0.112
Texas,Rusk,2014,0.111
Texas,Rusk,2015,0.113
Texas,Sabine,2012,0.181
Texas,Sabine,2013,0.187
Texas,Sabine,2014,0.186
Texas,Sabine,2015,0.180
Texas,San Augustine,2012,0.204
Texas,San Augustine,2013,0.180
Texas,San Augustine,2014,0.191
Texas,San Augustine,2015,0.179
Texas,San Jacinto,2012,0.095
Texas,San Jacinto,2013,0.099
Texas,San Jacinto,2014,0.089
Texas,San Jacinto,2015,0.116
Texas,San Patricio,2012,0.081
Texas,San Patricio,2013,0.085
Texas,San Patricio,2014,0.091
Texas,San Patricio,2015,0.094
Texas,San Saba,2012,0.151
Texas,San Saba,2013,0.156
Texas,San Saba,2014,0.156
Texas,San Saba,2015,0.152
Texas,Schleicher,2012,0.136
Texas,Schleicher,2013,0.117
Texas,Schleicher,2014,0.120
Texas,Schleicher,2015,0.106
Texas,Scurry,2012,0.109
Texas,Scurry,2013,0.109
Texas,Scurry,2014,0.105
Texas,Scurry,2015,0.105
Texas,Shackelford,2012,0.131
Texas,Shackelford,2013,0.114
Texas,Shackelford,2014,0.131
Texas,Shackelford,2015,0.127
Texas,Shelby,2012,0.127
Texas,Shelby,2013,0.126
Texas,Shelby,2014,0.130
Texas,Shelby,2015,0.136
Texas,Sherman,2012,0.074
Texas,Sherman,2013,0.092
Texas,Sherman,2014,0.097
Texas,Sherman,2015,0.077
Texas,Smith,2012,0.099
Texas,Smith,2013,0.102
Texas,Smith,2014,0.103
Texas,Smith,2015,0.105
Texas,Somervell,2012,0.124
Texas,Somervell,2013,0.117
Texas,Somervell,2014,0.116
Texas,Somervell,2015,0.104
Texas,Starr,2012,0.070
Texas,Starr,2013,0.071
Texas,Starr,2014,0.074
Texas,Starr,2015,0.077
Texas,Stephens,2012,0.130
Texas,Stephens,2013,0.148
Texas,Stephens,2014,0.145
Texas,Stephens,2015,0.148
Texas,Sterling,2012,0.114
Texas,Sterling,2013,0.094
Texas,Sterling,2014,0.139
Texas,Sterling,2015,0.095
Texas,Stonewall,2012,0.127
Texas,Stonewall,2013,0.163
Texas,Stonewall,2014,0.160
Texas,Stonewall,2015,0.166
Texas,Sutton,2012,0.090
Texas,Sutton,2013,0.116
Texas,Sutton,2014,0.122
Texas,Sutton,2015,0.120
Texas,Swisher,2012,0.106
Texas,Swisher,2013,0.137
Texas,Swisher,2014,0.137
Texas,Swisher,2015,0.139
Texas,Tarrant,2012,0.065
Texas,Tarrant,2013,0.068
Texas,Tarrant,2014,0.070
Texas,Tarrant,2015,0.072
Texas,Taylor,2012,0.099
Texas,Taylor,2013,0.098
Texas,Taylor,2014,0.097
Texas,Taylor,2015,0.101
Texas,Terrell,2012,0.246
Texas,Terrell,2013,0.216
Texas,Terrell,2014,0.194
Texas,Terrell,2015,0.197
Texas,Terry,2012,0.161
Texas,Terry,2013,0.163
Texas,Terry,2014,0.151
Texas,Terry,2015,0.144
Texas,Throckmorton,2012,0.179
Texas,Throckmorton,2013,0.150
Texas,Throckmorton,2014,0.166
Texas,Throckmorton,2015,0.177
Texas,Titus,2012,0.092
Texas,Titus,2013,0.092
Texas,Titus,2014,0.095
Texas,Titus,2015,0.091
Texas,Tom Green,2012,0.106
Texas,Tom Green,2013,0.100
Texas,Tom Green,2014,0.109
Texas,Tom Green,2015,0.103
Texas,Travis,2012,0.048
Texas,Travis,2013,0.049
Texas,Travis,2014,0.053
Texas,Travis,2015,0.055
Texas,Trinity,2012,0.163
Texas,Trinity,2013,0.161
Texas,Trinity,2014,0.179
Texas,Trinity,2015,0.178
Texas,Tyler,2012,0.140
Texas,Tyler,2013,0.119
Texas,Tyler,2014,0.122
Texas,Tyler,2015,0.127
Texas,Upshur,2012,0.104
Texas,Upshur,2013,0.110
Texas,Upshur,2014,0.113
Texas,Upshur,2015,0.117
Texas,Upton,2012,0.103
Texas,Upton,2013,0.099
Texas,Upton,2014,0.095
Texas,Upton,2015,0.115
Texas,Uvalde,2012,0.117
Texas,Uvalde,2013,0.114
Texas,Uvalde,2014,0.114
Texas,Uvalde,2015,0.135
Texas,Val Verde,2012,0.092
Texas,Val Verde,2013,0.091
Texas,Val Verde,2014,0.089
Texas,Val Verde,2015,0.090
Texas,Van Zandt,2012,0.135
Texas,Van Zandt,2013,0.134
Texas,Van Zandt,2014,0.131
Texas,Van Zandt,2015,0.129
Texas,Victoria,2012,0.096
Texas,Victoria,2013,0.092
Texas,Victoria,2014,0.095
Texas,Victoria,2015,0.097
Texas,Walker,2012,0.092
Texas,Walker,2013,0.098
Texas,Walker,2014,0.108
Texas,Walker,2015,0.110
Texas,Waller,2012,0.069
Texas,Waller,2013,0.069
Texas,Waller,2014,0.067
Texas,Waller,2015,0.065
Texas,Ward,2012,0.118
Texas,Ward,2013,0.117
Texas,Ward,2014,0.105
Texas,Ward,2015,0.115
Texas,Washington,2012,0.139
Texas,Washington,2013,0.131
Texas,Washington,2014,0.127
Texas,Washington,2015,0.120
Texas,Webb,2012,0.052
Texas,Webb,2013,0.050
Texas,Webb,2014,0.054
Texas,Webb,2015,0.060
Texas,Wharton,2012,0.138
Texas,Wharton,2013,0.148
Texas,Wharton,2014,0.146
Texas,Wharton,2015,0.142
Texas,Wheeler,2012,0.136
Texas,Wheeler,2013,0.124
Texas,Wheeler,2014,0.119
Texas,Wheeler,2015,0.106
Texas,Wichita,2012,0.100
Texas,Wichita,2013,0.103
Texas,Wichita,2014,0.109
Texas,Wichita,2015,0.116
Texas,Wilbarger,2012,0.132
Texas,Wilbarger,2013,0.136
Texas,Wilbarger,2014,0.143
Texas,Wilbarger,2015,0.163
Texas,Willacy,2012,0.105
Texas,Willacy,2013,0.105
Texas,Willacy,2014,0.109
Texas,Willacy,2015,0.089
Texas,Williamson,2012,0.055
Texas,Williamson,2013,0.057
Texas,Williamson,2014,0.060
Texas,Williamson,2015,0.061
Texas,Wilson,2012,0.076
Texas,Wilson,2013,0.069
Texas,Wilson,2014,0.075
Texas,Wilson,2015,0.077
Texas,Winkler,2012,0.129
Texas,Winkler,2013,0.120
Texas,Winkler,2014,0.105
Texas,Winkler,2015,0.102
Texas,Wise,2012,0.075
Texas,Wise,2013,0.075
Texas,Wise,2014,0.073
Texas,Wise,2015,0.079
Texas,Wood,2012,0.123
Texas,Wood,2013,0.133
Texas,Wood,2014,0.129
Texas,Wood,2015,0.126
Texas,Yoakum,2012,0.079
Texas,Yoakum,2013,0.065
Texas,Yoakum,2014,0.077
Texas,Yoakum,2015,0.095
Texas,Young,2012,0.142
Texas,Young,2013,0.136
Texas,Young,2014,0.136
Texas,Young,2015,0.126
Texas,Zapata,2012,0.053
Texas,Zapata,2013,0.053
Texas,Zapata,2014,0.064
Texas,Zapata,2015,0.073
Texas,Zavala,2012,0.102
Texas,Zavala,2013,0.108
Texas,Zavala,2014,0.103
Texas,Zavala,2015,0.085
Utah,Beaver,2012,0.127
Utah,Beaver,2013,0.136
Utah,Beaver,2014,0.131
Utah,Beaver,2015,0.120
Utah,Box Elder,2012,0.068
Utah,Box Elder,2013,0.074
Utah,Box Elder,2014,0.077
Utah,Box Elder,2015,0.083
Utah,Cache,2012,0.055
Utah,Cache,2013,0.053
Utah,Cache,2014,0.058
Utah,Cache,2015,0.063
Utah,Carbon,2012,0.118
Utah,Carbon,2013,0.127
Utah,Carbon,2014,0.128
Utah,Carbon,2015,0.121
Utah,Daggett,2012,0.140
Utah,Daggett,2013,0.164
Utah,Daggett,2014,0.174
Utah,Daggett,2015,0.148
Utah,Davis,2012,0.053
Utah,Davis,2013,0.053
Utah,Davis,2014,0.054
Utah,Davis,2015,0.053
Utah,Duchesne,2012,0.066
Utah,Duchesne,2013,0.072
Utah,Duchesne,2014,0.073
Utah,Duchesne,2015,0.068
Utah,Emery,2012,0.075
Utah,Emery,2013,0.079
Utah,Emery,2014,0.077
Utah,Emery,2015,0.099
Utah,Garfield,2012,0.103
Utah,Garfield,2013,0.114
Utah,Garfield,2014,0.123
Utah,Garfield,2015,0.125
Utah,Grand,2012,0.119
Utah,Grand,2013,0.131
Utah,Grand,2014,0.112
Utah,Grand,2015,0.108
Utah,Iron,2012,0.060
Utah,Iron,2013,0.064
Utah,Iron,2014,0.068
Utah,Iron,2015,0.073
Utah,Juab,2012,0.064
Utah,Juab,2013,0.070
Utah,Juab,2014,0.074
Utah,Juab,2015,0.085
Utah,Kane,2012,0.095
Utah,Kane,2013,0.103
Utah,Kane,2014,0.129
Utah,Kane,2015,0.154
Utah,Millard,2012,0.112
Utah,Millard,2013,0.116
Utah,Millard,2014,0.120
Utah,Millard,2015,0.122
Utah,Morgan,2012,0.052
Utah,Morgan,2013,0.053
Utah,Morgan,2014,0.060
Utah,Morgan,2015,0.063
Utah,Piute,2012,0.133
Utah,Piute,2013,0.179
Utah,Piute,2014,0.203
Utah,Piute,2015,0.199
Utah,Rich,2012,0.079
Utah,Rich,2013,0.080
Utah,Rich,2014,0.088
Utah,Rich,2015,0.070
Utah,Salt Lake,2012,0.068
Utah,Salt Lake,2013,0.069
Utah,Salt Lake,2014,0.070
Utah,Salt Lake,2015,0.071
Utah,San Juan,2012,0.088
Utah,San Juan,2013,0.079
Utah,San Juan,2014,0.082
Utah,San Juan,2015,0.085
Utah,Sanpete,2012,0.091
Utah,Sanpete,2013,0.098
Utah,Sanpete,2014,0.098
Utah,Sanpete,2015,0.089
Utah,Sevier,2012,0.122
Utah,Sevier,2013,0.128
Utah,Sevier,2014,0.120
Utah,Sevier,2015,0.115
Utah,Summit,2012,0.049
Utah,Summit,2013,0.049
Utah,Summit,2014,0.048
Utah,Summit,2015,0.046
Utah,Tooele,2012,0.048
Utah,Tooele,2013,0.049
Utah,Tooele,2014,0.054
Utah,Tooele,2015,0.063
Utah,Uintah,2012,0.093
Utah,Uintah,2013,0.070
Utah,Uintah,2014,0.065
Utah,Uintah,2015,0.071
Utah,Utah,2012,0.046
Utah,Utah,2013,0.048
Utah,Utah,2014,0.047
Utah,Utah,2015,0.047
Utah,Wasatch,2012,0.049
Utah,Wasatch,2013,0.057
Utah,Wasatch,2014,0.062
Utah,Wasatch,2015,0.057
Utah,Washington,2012,0.091
Utah,Washington,2013,0.095
Utah,Washington,2014,0.101
Utah,Washington,2015,0.104
Utah,Wayne,2012,0.082
Utah,Wayne,2013,0.077
Utah,Wayne,2014,0.080
Utah,Wayne,2015,0.126
Utah,Weber,2012,0.078
Utah,Weber,2013,0.074
Utah,Weber,2014,0.077
Utah,Weber,2015,0.079
Vermont,Addison,2012,0.090
Vermont,Addison,2013,0.091
Vermont,Addison,2014,0.098
Vermont,Addison,2015,0.107
Vermont,Bennington,2012,0.129
Vermont,Bennington,2013,0.133
Vermont,Bennington,2014,0.137
Vermont,Bennington,2015,0.146
Vermont,Caledonia,2012,0.126
Vermont,Caledonia,2013,0.126
Vermont,Caledonia,2014,0.128
Vermont,Caledonia,2015,0.124
Vermont,Chittenden,2012,0.089
Vermont,Chittenden,2013,0.091
Vermont,Chittenden,2014,0.096
Vermont,Chittenden,2015,0.100
Vermont,Essex,2012,0.141
Vermont,Essex,2013,0.141
Vermont,Essex,2014,0.152
Vermont,Essex,2015,0.149
Vermont,Franklin,2012,0.085
Vermont,Franklin,2013,0.082
Vermont,Franklin,2014,0.086
Vermont,Franklin,2015,0.095
Vermont,Grand Isle,2012,0.082
Vermont,Grand Isle,2013,0.082
Vermont,Grand Isle,2014,0.082
Vermont,Grand Isle,2015,0.088
Vermont,Lamoille,2012,0.101
Vermont,Lamoille,2013,0.109
Vermont,Lamoille,2014,0.118
Vermont,Lamoille,2015,0.127
Vermont,Orange,2012,0.093
Vermont,Orange,2013,0.094
Vermont,Orange,2014,0.093
Vermont,Orange,2015,0.097
Vermont,Orleans,2012,0.132
Vermont,Orleans,2013,0.131
Vermont,Orleans,2014,0.141
Vermont,Orleans,2015,0.134
Vermont,Rutland,2012,0.113
Vermont,Rutland,2013,0.115
Vermont,Rutland,2014,0.120
Vermont,Rutland,2015,0.127
Vermont,Washington,2012,0.103
Vermont,Washington,2013,0.109
Vermont,Washington,2014,0.108
Vermont,Washington,2015,0.119
Vermont,Windham,2012,0.116
Vermont,Windham,2013,0.122
Vermont,Windham,2014,0.125
Vermont,Windham,2015,0.124
Vermont,Windsor,2012,0.113
Vermont,Windsor,2013,0.117
Vermont,Windsor,2014,0.118
Vermont,Windsor,2015,0.128
Virginia,Accomack,2012,0.130
Virginia,Accomack,2013,0.123
Virginia,Accomack,2014,0.131
Virginia,Accomack,2015,0.135
Virginia,Albemarle,2012,0.102
Virginia,Albemarle,2013,0.106
Virginia,Albemarle,2014,0.106
Virginia,Albemarle,2015,0.109
Virginia,Alexandria,2012,0.073
Virginia,Alexandria,2013,0.076
Virginia,Alexandria,2014,0.076
Virginia,Alexandria,2015,0.076
Virginia,Alleghany,2012,0.144
Virginia,Alleghany,2013,0.162
Virginia,Alleghany,2014,0.168
Virginia,Alleghany,2015,0.181
Virginia,Amelia,2012,0.087
Virginia,Amelia,2013,0.081
Virginia,Amelia,2014,0.085
Virginia,Amelia,2015,0.077
Virginia,Amherst,2012,0.111
Virginia,Amherst,2013,0.114
Virginia,Amherst,2014,0.119
Virginia,Amherst,2015,0.121
Virginia,Appomattox,2012,0.121
Virginia,Appomattox,2013,0.128
Virginia,Appomattox,2014,0.122
Virginia,Appomattox,2015,0.118
Virginia,Arlington,2012,0.069
Virginia,Arlington,2013,0.067
Virginia,Arlington,2014,0.069
Virginia,Arlington,2015,0.071
Virginia,Augusta,2012,0.109
Virginia,Augusta,2013,0.111
Virginia,Augusta,2014,0.098
Virginia,Augusta,2015,0.098
Virginia,Bath,2012,0.085
Virginia,Bath,2013,0.092
Virginia,Bath,2014,0.158
Virginia,Bath,2015,0.174
Virginia,Bedford,2012,0.090
Virginia,Bedford,2013,0.099
Virginia,Bedford,2014,0.107
Virginia,Bedford,2015,0.109
Virginia,Bedford City,2012,0.116
Virginia,Bedford City,2013,0.166
Virginia,Bland,2012,0.098
Virginia,Bland,2013,0.123
Virginia,Bland,2014,0.139
Virginia,Bland,2015,0.156
Virginia,Botetourt,2012,0.086
Virginia,Botetourt,2013,0.082
Virginia,Botetourt,2014,0.089
Virginia,Botetourt,2015,0.099
Virginia,Bristol,2012,0.150
Virginia,Bristol,2013,0.154
Virginia,Bristol,2014,0.158
Virginia,Bristol,2015,0.172
Virginia,Brunswick,2012,0.128
Virginia,Brunswick,2013,0.125
Virginia,Brunswick,2014,0.139
Virginia,Brunswick,2015,0.142
Virginia,Buchanan,2012,0.108
Virginia,Buchanan,2013,0.110
Virginia,Buchanan,2014,0.122
Virginia,Buchanan,2015,0.125
Virginia,Buckingham,2012,0.124
Virginia,Buckingham,2013,0.104
Virginia,Buckingham,2014,0.104
Virginia,Buckingham,2015,0.114
Virginia,Buena Vista,2012,0.187
Virginia,Buena Vista,2013,0.169
Virginia,Buena Vista,2014,0.174
Virginia,Buena Vista,2015,0.137
Virginia,Campbell,2012,0.095
Virginia,Campbell,2013,0.095
Virginia,Campbell,2014,0.102
Virginia,Campbell,2015,0.096
Virginia,Caroline,2012,0.081
Virginia,Caroline,2013,0.084
Virginia,Caroline,2014,0.082
Virginia,Caroline,2015,0.086
Virginia,Carroll,2012,0.133
Virginia,Carroll,2013,0.137
Virginia,Carroll,2014,0.144
Virginia,Carroll,2015,0.136
Virginia,Charles City,2012,0.131
Virginia,Charles City,2013,0.133
Virginia,Charles City,2014,0.146
Virginia,Charles City,2015,0.145
Virginia,Charlotte,2012,0.146
Virginia,Charlotte,2013,0.135
Virginia,Charlotte,2014,0.149
Virginia,Charlotte,2015,0.158
Virginia,Charlottesville,2012,0.090
Virginia,Charlottesville,2013,0.091
Virginia,Charlottesville,2014,0.094
Virginia,Charlottesville,2015,0.089
Virginia,Chesapeake,2012,0.073
Virginia,Chesapeake,2013,0.070
Virginia,Chesapeake,2014,0.068
Virginia,Chesapeake,2015,0.069
Virginia,Chesterfield,2012,0.069
Virginia,Chesterfield,2013,0.074
Virginia,Chesterfield,2014,0.079
Virginia,Chesterfield,2015,0.084
Virginia,Clarke,2012,0.056
Virginia,Clarke,2013,0.062
Virginia,Clarke,2014,0.105
Virginia,Clarke,2015,0.113
Virginia,Colonial Heights,2012,0.156
Virginia,Colonial Heights,2013,0.155
Virginia,Colonial Heights,2014,0.146
Virginia,Colonial Heights,2015,0.156
Virginia,Covington,2012,0.191
Virginia,Covington,2013,0.202
Virginia,Covington,2014,0.192
Virginia,Covington,2015,0.172
Virginia,Craig,2012,0.108
Virginia,Craig,2013,0.125
Virginia,Craig,2014,0.164
Virginia,Craig,2015,0.193
Virginia,Culpeper,2012,0.083
Virginia,Culpeper,2013,0.085
Virginia,Culpeper,2014,0.086
Virginia,Culpeper,2015,0.084
Virginia,Cumberland,2012,0.123
Virginia,Cumberland,2013,0.114
Virginia,Cumberland,2014,0.115
Virginia,Cumberland,2015,0.124
Virginia,Danville,2012,0.150
Virginia,Danville,2013,0.154
Virginia,Danville,2014,0.148
Virginia,Danville,2015,0.158
Virginia,Dickenson,2012,0.101
Virginia,Dickenson,2013,0.099
Virginia,Dickenson,2014,0.114
Virginia,Dickenson,2015,0.107
Virginia,Dinwiddie,2012,0.074
Virginia,Dinwiddie,2013,0.076
Virginia,Dinwiddie,2014,0.087
Virginia,Dinwiddie,2015,0.095
Virginia,Emporia,2012,0.149
Virginia,Emporia,2013,0.159
Virginia,Emporia,2014,0.155
Virginia,Emporia,2015,0.168
Virginia,Essex,2012,0.121
Virginia,Essex,2013,0.141
Virginia,Essex,2014,0.132
Virginia,Essex,2015,0.135
Virginia,Fairfax,2012,0.061
Virginia,Fairfax,2013,0.063
Virginia,Fairfax,2014,0.065
Virginia,Fairfax,2015,0.067
Virginia,Fairfax City,2012,0.070
Virginia,Fairfax City,2013,0.079
Virginia,Fairfax City,2014,0.088
Virginia,Fairfax City,2015,0.082
Virginia,Falls Church,2012,0.079
Virginia,Falls Church,2013,0.083
Virginia,Falls Church,2014,0.084
Virginia,Falls Church,2015,0.080
Virginia,Fauquier,2012,0.083
Virginia,Fauquier,2013,0.085
Virginia,Fauquier,2014,0.083
Virginia,Fauquier,2015,0.092
Virginia,Floyd,2012,0.113
Virginia,Floyd,2013,0.112
Virginia,Floyd,2014,0.122
Virginia,Floyd,2015,0.116
Virginia,Fluvanna,2012,0.082
Virginia,Fluvanna,2013,0.091
Virginia,Fluvanna,2014,0.090
Virginia,Fluvanna,2015,0.095
Virginia,Franklin,2012,0.102
Virginia,Franklin,2013,0.106
Virginia,Franklin,2014,0.118
Virginia,Franklin,2015,0.116
Virginia,Franklin City,2012,0.129
Virginia,Franklin City,2013,0.128
Virginia,Franklin City,2014,0.118
Virginia,Franklin City,2015,0.150
Virginia,Frederick,2012,0.072
Virginia,Frederick,2013,0.076
Virginia,Frederick,2014,0.079
Virginia,Frederick,2015,0.086
Virginia,Fredericksburg,2012,0.097
Virginia,Fredericksburg,2013,0.102
Virginia,Fredericksburg,2014,0.083
Virginia,Fredericksburg,2015,0.091
Virginia,Galax,2012,0.176
Virginia,Galax,2013,0.155
Virginia,Galax,2014,0.134
Virginia,Galax,2015,0.156
Virginia,Giles,2012,0.126
Virginia,Giles,2013,0.141
Virginia,Giles,2014,0.118
Virginia,Giles,2015,0.114
Virginia,Gloucester,2012,0.100
Virginia,Gloucester,2013,0.096
Virginia,Gloucester,2014,0.098
Virginia,Gloucester,2015,0.100
Virginia,Goochland,2012,0.068
Virginia,Goochland,2013,0.070
Virginia,Goochland,2014,0.063
Virginia,Goochland,2015,0.076
Virginia,Grayson,2012,0.148
Virginia,Grayson,2013,0.140
Virginia,Grayson,2014,0.158
Virginia,Grayson,2015,0.155
Virginia,Greene,2012,0.045
Virginia,Greene,2013,0.043
Virginia,Greene,2014,0.047
Virginia,Greene,2015,0.045
Virginia,Greensville,2012,0.130
Virginia,Greensville,2013,0.132
Virginia,Greensville,2014,0.134
Virginia,Greensville,2015,0.140
Virginia,Halifax,2012,0.153
Virginia,Halifax,2013,0.164
Virginia,Halifax,2014,0.173
Virginia,Halifax,2015,0.168
Virginia,Hampton,2012,0.095
Virginia,Hampton,2013,0.100
Virginia,Hampton,2014,0.104
Virginia,Hampton,2015,0.106
Virginia,Hanover,2012,0.082
Virginia,Hanover,2013,0.082
Virginia,Hanover,2014,0.086
Virginia,Hanover,2015,0.089
Virginia,Harrisonburg,2012,0.078
Virginia,Harrisonburg,2013,0.074
Virginia,Harrisonburg,2014,0.080
Virginia,Harrisonburg,2015,0.081
Virginia,Henrico,2012,0.096
Virginia,Henrico,2013,0.100
Virginia,Henrico,2014,0.102
Virginia,Henrico,2015,0.109
Virginia,Henry,2012,0.142
Virginia,Henry,2013,0.135
Virginia,Henry,2014,0.133
Virginia,Henry,2015,0.142
Virginia,Highland,2012,0.113
Virginia,Highland,2013,0.134
Virginia,Highland,2014,0.163
Virginia,Highland,2015,0.172
Virginia,Hopewell,2012,0.143
Virginia,Hopewell,2013,0.127
Virginia,Hopewell,2014,0.131
Virginia,Hopewell,2015,0.141
Virginia,Isle of Wight,2012,0.078
Virginia,Isle of Wight,2013,0.086
Virginia,Isle of Wight,2014,0.092
Virginia,Isle of Wight,2015,0.100
Virginia,James City,2012,0.110
Virginia,James City,2013,0.113
Virginia,James City,2014,0.118
Virginia,James City,2015,0.121
Virginia,King and Queen,2012,0.132
Virginia,King and Queen,2013,0.141
Virginia,King and Queen,2014,0.138
Virginia,King and Queen,2015,0.147
Virginia,King George,2012,0.066
Virginia,King George,2013,0.062
Virginia,King George,2014,0.059
Virginia,King George,2015,0.063
